NO,최초입사연도,산지,마번,마명,생산국,성별,털색,부마,모마,생산자,경매일,경매가,최초경주마입사일,출전,1위횟수,2위횟수,수득상금,승률,최고군,최초출전일,입사시조,입사시조교사,최초출발검사합격일,출생년도,심사 합격마,육성훈련합격일,육성조련사,경주마가격,포입여부
4858,2020,국산,42274,아델크라운,한국,거,갈색,TONALIST,포추니틀리,박광순,2020-06-23,"50,000,000",2020-08-16,7,2,2,64570000,28.6,4,2021-03-06,1,백광열,2020-09-09,2018,1,2020-06-12,고명주,"50,000,000",포입말
5151,2020,국산,42411,케이블레이드,한국,암,갈색,COMMISSIONER,빈디케이티드엔젤,정성영농조합법인,,,2020-08-01,12,1,0,25080000,8.3,5,2020-10-16,30,토니,2020-09-17,2018,1,2020-06-12,고명주,,포입말
5462,2020,국산,43019,비케이루프톱,한국,거,갈색,스트라이크어게인,루너룰러,김준현,,,2020-06-28,7,0,0,,0,6,2020-12-20,2,강형곤,2020-07-25,2018,1,2020-06-12,홍성호,"30,000,000",
5198,2020,국산,43126,어게인윙,한국,거,갈색,스트라이크어게인,골든래스,농업회사법인(주)송암축산,,,2020-12-13,,,,,,,,35,임채덕,2021-02-04,2018,1,2020-06-12,김용선,"22,000,000",
5351,2020,국산,42594,아이스스타,한국,거,흑갈색,애니기븐새터데이,별기,조천근,,,2020-06-20,12,2,1,33790000,16.7,5,2020-10-23,42,이관호,2020-07-09,2018,1,2020-06-12,조근원,"35,000,000",
5041,2020,국산,43213,어플리트타핏,한국,수,흑갈색,어플릿익스프레스,팁탭포,임교철,,,2020-07-10,11,1,2,43740000,9.1,4,2020-10-16,15,안우성,2020-08-22,2018,1,2020-06-12,박승호,,
4971,2020,국산,43106,백제의미소,한국,암,갈색,오피서,커플,(주)마장,2020-06-23,"35,000,000",2020-08-22,3,0,0,,0,6,2020-11-22,11,조현수,2020-10-07,2018,1,2020-06-12,김용선,"35,000,000",
4822,2020,국산,42265,에이원퀸,한국,암,갈색,오피서,에스퀸,강성완,,,2020-07-25,6,0,2,19800000,0,5,2020-11-01,18,박대흥,2020-08-20,2018,1,2020-06-12,오원석,"25,000,000",
5085,2020,국산,42766,하니,한국,암,갈색,오피서,마이티엔젤,손칠규,,,2020-08-22,11,0,0,5500000,0,6,2021-01-08,35,임채덕,2020-10-07,2018,1,2020-06-12,오원석,,
4522,2020,국산,42268,씨앗등,한국,암,갈색,오피서,상상봉,김연순,,,2020-07-16,,,,,,,,7,구자흥,2020-10-14,2018,1,2020-06-12,오원석,,
4634,2020,국산,42284,애머스트롱,한국,수,갈색,올드패션드,애머랜스,이용대,,,2020-06-20,,,,,,,,27,박병일,2020-11-12,2018,1,2020-06-12,최종필,,
5441,2020,국산,43024,유로아이,한국,암,갈색,유로실버,아이리스,농업회사법인(주)트리플크라운팜,,,2020-06-20,4,0,0,,0,6,2020-10-16,29,배휴준,2020-07-22,2018,1,2020-06-12,홍성호,"30,000,000",
4979,2020,국산,42452,스팟플래터,한국,수,갈색,카우보이칼,팔메토플래터,박정배,2020-04-21,"65,200,000",2020-06-20,13,5,4,174970000,38.5,3,2020-08-23,52,김동균,2020-07-22,2018,1,2020-06-12,전호용,"65,200,000",
5360,2020,국산,42918,어서와,한국,수,밤색,카우보이칼,허드잇비포,김경민,,,2020-06-20,15,1,3,47420000,6.7,4,2020-10-16,31,강환민,2020-07-30,2018,1,2020-06-12,고명주,"35,000,000",
5031,2020,국산,42403,이스머스,한국,거,흑갈색,카우보이칼,미케나,임정균,,,2020-06-20,7,1,1,19360000,14.3,5,2021-01-22,17,김점오,2020-12-09,2018,1,2020-06-12,고명주,,
5702,2020,국산,42978,스피드마스트,한국,수,갈색,카우보이칼,볼디스트어브올,(주)위너스팜,,,2020-11-09,8,0,0,1100000,0,6,2021-06-05,13,박재호,2021-01-23,2018,1,2020-06-12,박승호,,
4980,2020,국산,42605,금국화,한국,암,밤색,카우보이칼,금순이,현대영,,,2020-07-04,10,0,1,11120000,0,6,2020-11-14,5,우창구,2020-09-09,2018,1,2020-06-12,전호용,,
5402,2020,국산,43130,타임포인트,한국,암,갈색,커널존,캠핑포인트,농업회사법인(주)트리플크라운팜,,,2020-06-22,6,0,0,,0,6,2020-10-31,27,이상영,2020-08-26,2018,1,2020-06-12,홍성호,"30,000,000",
5582,2020,국산,41989,리얼콩코드,한국,암,회색,콩코드포인트,리얼프로퍼티,이경우,,,2020-06-20,13,0,2,19320000,0,5,2020-08-29,41,신삼영,2020-07-02,2018,1,2020-06-12,조근원,"35,000,000",
5103,2020,국산,42792,영천어벤저,한국,암,밤색,티즈원더풀,딕시어벤저,김경민,,,2020-06-22,4,0,0,,0,6,2020-10-16,1,백광열,2020-07-15,2018,1,2020-06-12,오원석,"70,000,000",
4577,2020,국산,43214,스테디챔피언,한국,수,갈색,티즈원더풀,금빛물결,임소연,,,2020-06-27,11,4,3,119260000,36.4,3,2020-10-16,17,김점오,2020-08-05,2018,1,2020-06-12,박승호,"10,000,000",
5608,2020,국산,43316,럭키바우,한국,거,갈색,프라이빗보우,라이크더윈드,김석헌,,,2020-09-03,6,0,0,,0,6,2020-11-28,5,우창구,2020-10-22,2018,1,2020-06-12,전호용,"18,000,000",
4938,2020,국산,43271,스텔라로드,한국,암,밤색,한센,쏘아라여왕,현태봉,2020-04-21,"25,000,000",2020-09-24,9,1,3,63500000,11.1,4,2021-04-25,25,전승규,2020-11-04,2018,1,2020-06-12,이상근,"25,000,000",
5028,2020,국산,43291,닥터페이스,한국,거,밤색,KANTHAROS,페이스홀,정병철,,,2020-08-16,13,2,3,109180000,15.4,4,2020-11-13,1,백광열,2020-09-09,2018,1,2020-06-10,전기혁,"45,000,000",포입말
5633,2020,국산,42996,에이스챔피언,한국,수,밤색,JUSTIN PHILLIP,클레버타이밍,고성만,2020-07-07,"40,000,000",2020-07-26,,,,,,,,18,이정표,2020-08-15,2018,1,2020-06-10,,"40,000,000",포입말
5194,2020,국산,42466,무적불패,한국,수,갈색,ANCHOR DOWN,언스포큰퍼,유상호,,,2020-06-21,13,2,5,94510000,15.4,3,2021-02-27,8,토마스,2020-12-04,2018,1,2020-06-10,한국생협C,"40,000,000",포입말
4956,2020,국산,42161,상승하라,한국,수,밤색,뉴화이트삭스,상승홀릭,이경하,,,2020-07-26,,,,,,,,20,최기홍,2020-08-29,2018,1,2020-06-10,이경하,,
4694,2020,국산,42807,콜오브와일드,한국,수,갈색,디바인파크,와일드러시크릭,김정철,,,2020-08-08,,,,,,,,16,최봉주,2020-09-02,2018,1,2020-06-10,윤치운,,
5113,2020,국산,42910,쿨가이,한국,수,갈색,록하드텐,시크릿에센스,홍행남,,,2020-08-16,12,5,4,182200000,41.7,2,2021-01-29,31,라이스,2020-10-14,2018,1,2020-06-10,한국생협C,"40,000,000",
4771,2020,국산,42502,로큰롤타임,한국,암,흑갈색,록하드텐,타임사일런스,김상욱,,,2020-09-19,3,0,0,,0,6,2020-11-07,33,서인석,2020-10-08,2018,1,2020-06-10,김영주,,
5313,2020,국산,43430,찬기참,한국,암,갈색,록하드텐,찬기파랑,김세민,,,2020-07-18,10,0,0,4180000,0,6,2020-11-22,9,강성오,2020-09-09,2018,1,2020-06-10,한국생협C,,
5000,2020,국산,42603,브라보메이,한국,거,갈색,리미트리스비드,메이로지즈,최장석,,,2020-06-20,12,1,2,32180000,8.3,5,2020-10-16,12,서범석,2020-07-22,2018,1,2020-06-10,윤치운,"30,000,000",
5523,2020,국산,43003,도원글로리,한국,수,갈색,머스킷맨,도원결의,김상욱,2020-07-07,"35,000,000",2020-08-08,4,0,0,,0,6,2020-10-16,16,최봉주,2020-09-02,2018,1,2020-06-10,양승희,"35,000,000",
5716,2020,국산,43039,라온가람,한국,암,갈색,머스킷맨,토니위드앤아이,손천수,,,2020-07-11,3,0,0,4990000,0,6,2020-11-08,1,박종곤,2020-08-05,2018,1,2020-06-10,한국생협C,"20,000,000",
4691,2020,국산,42250,라온샹젤리,한국,암,갈색,머스킷맨,마이네샹젤리제,손천수,,,2020-06-27,10,2,4,90470000,20,3,2020-11-08,1,박종곤,2020-08-05,2018,1,2020-06-10,한국생협C,"20,000,000",
4941,2020,국산,42461,라온핑크,한국,암,갈색,머스킷맨,핑크캔디,손천수,,,2020-06-20,11,6,3,357850000,54.5,2,2020-11-14,1,박종곤,2020-08-05,2018,1,2020-06-10,한국생협C,"20,000,000",
4672,2020,국산,42436,제라,한국,수,갈색,머스킷맨,하이키,고경민,,,2020-07-11,7,4,1,59300000,57.1,4,2020-11-08,9,양귀선,2020-09-17,2018,1,2020-06-10,양승희,,
4595,2020,국산,42391,청마영웅,한국,수,갈색,미스치비어슬리,해피한걸,이경하,,,2020-11-22,14,1,1,31150000,7.1,5,2021-03-06,12,조용배,2021-01-23,2018,1,2020-06-10,윤치운,"18,000,000",
5529,2020,국산,43082,온포인트,한국,수,갈색,밥앤드존,아너드,정병철,,,2020-06-20,12,3,3,85280000,25,4,2020-10-16,9,강성오,2020-08-20,2018,1,2020-06-10,양승희,,
4594,2020,국산,42077,광대승천,한국,수,갈색,애니기븐새터데이,윌링,(주)늘푸른목장,,,2020-06-20,14,0,1,22880000,0,5,2020-11-13,17,장세한,2020-08-05,2018,1,2020-06-10,이경하,"30,000,000",
5138,2020,국산,42398,상승행진,한국,수,갈색,애니기븐새터데이,위대한참전,이병일,,,2020-07-18,18,1,1,33740000,5.6,5,2020-10-16,49,지용철,2020-08-12,2018,1,2020-06-10,이경하,"25,000,000",
5112,2020,국산,42869,홀리데이참,한국,수,밤색,애니기븐새터데이,메긴즈홀리데이,김호종,,,2020-07-04,11,1,2,39990000,9.1,5,2020-11-22,23,유재길,2020-07-22,2018,1,2020-06-10,한국생협C,"25,000,000",
4924,2020,국산,43433,미스스피드,한국,암,갈색,애니기븐새터데이,스타드퀸,김명식,,,2020-06-14,13,0,0,4620000,0,6,2020-10-23,53,김동철,2020-07-08,2018,1,2020-06-10,윤대근,,
5356,2020,국산,42778,원더풀레이디,한국,암,밤색,엑톤파크,메즈머리징레이디,정형철,,,2020-11-08,16,0,3,28840000,0,5,2021-02-20,30,울즐리,2021-01-13,2018,1,2020-06-10,한국생협C,,
5739,2020,국산,43132,선더챔프,한국,수,흑갈색,영웅챔프,시크릿마우이,농업회사법인주식회사골드원,,,2020-07-25,11,2,3,57480000,18.2,4,2020-10-16,6,홍대유,2020-08-12,2018,1,2020-06-10,김영주,"20,000,000",
4520,2021,국산,42624,시크릿힐,한국,암,갈색,온이글즈윙즈,일롭위드미,김근영,,,2021-03-27,3,0,0,,0,6,2021-08-15,7,구자흥,2021-05-21,2018,1,2020-06-10,이재현,,
4781,2020,국산,42623,베스트이글,한국,암,흑갈색,온이글즈윙즈,우드런,김근영,,,2020-07-19,1,0,0,,0,6,2020-11-08,12,조용배,2020-08-15,2018,1,2020-06-10,이재현,,
4489,2020,국산,42290,리드보컬,한국,암,흑갈색,카우보이칼,아티스트,최장석,,,2020-06-20,13,3,0,50820000,23.1,4,2020-11-07,22,안병기,2020-07-15,2018,1,2020-06-10,전기혁,"43,000,000",
5710,2020,국산,42063,드림맥스,한국,암,밤색,컬러즈플라잉,파이어러츠댄서,농업회사법인 주식회사 연학,2020-07-07,"35,000,000",2020-07-12,12,2,3,69970000,16.7,4,2020-10-23,21,임봉춘,2020-08-05,2018,1,2020-06-10,윤치운,"35,000,000",
4981,2020,국산,42830,금성세계,한국,수,갈색,컬러즈플라잉,멋진세계,조창규,,,2020-06-20,7,1,1,19060000,14.3,5,2020-12-06,50,박재우,2020-07-22,2018,1,2020-06-10,이재현,,
4736,2020,국산,42805,파이팅대디,한국,거,갈색,콩코드포인트,스캣대디즈브리즈,김정철,,,2020-06-20,11,3,3,78170000,27.3,4,2020-10-23,16,최봉주,2020-07-08,2018,1,2020-06-10,윤치운,,
4912,2020,국산,42566,누비고,한국,수,갈색,테스타마타,누비퀸,농업회사법인(주)트리플크라운팜,,,2020-06-20,11,1,1,29330000,9.1,5,2020-08-29,33,서인석,2020-07-08,2018,1,2020-06-10,윤치운,,
5051,2020,국산,42346,그레이트원,한국,거,흑갈색,테스타마타,발화점,전영환,,,2020-07-26,8,0,1,8800000,0,6,2021-01-15,8,토마스,2020-08-22,2018,1,2020-06-10,김경남,,
5732,2021,국산,42866,글로리송,한국,암,갈색,티즈원더풀,와일드게스,김채형,,,2021-03-05,8,1,1,26510000,12.5,5,2021-04-24,9,양귀선,2021-03-21,2018,1,2020-06-10,김경남,"15,000,000",
5442,2020,국산,42971,원더풀금성,한국,암,갈색,티즈원더풀,왓넥스트,조창규,,,2020-08-29,11,0,2,14300000,0,5,2020-11-21,41,신삼영,2020-09-23,2018,1,2020-06-10,이재현,,
5461,2020,국산,42801,라온더블루,한국,암,갈색,퍼지,제니튜더,김순건,,,2020-07-11,3,0,0,,0,6,2021-02-20,33,권승주,2020-11-28,2018,1,2020-06-10,한국생협C,"60,000,000",
4677,2020,국산,42296,페더럴라인,한국,암,갈색,페더럴리스트,걸인스타일,(주)금악목장,,,2020-06-27,,,,,,,,49,지용철,2020-07-08,2018,1,2020-06-10,양승희,"5,000,000",
5612,2020,국산,43415,최강명품,한국,거,밤색,페더럴리스트,크립토키튼,김경태,,,2020-07-12,,,,,,,,2,강형곤,2020-08-19,2018,1,2020-06-10,한국생협C,"30,000,000",
5267,2020,국산,44738,럭키브레이크,한국,암,갈색,페더럴리스트,명서돌풍,임소연,,,2020-06-18,16,2,1,44380000,12.5,4,2020-10-23,16,김재섭,2020-07-22,2018,1,2020-06-10,이경하,,
5792,2020,국산,42176,다모아트리플,한국,수,갈색,포리스트캠프,미스트러블,김창만,,,2020-06-20,5,0,0,,0,6,2020-10-23,2,손영표,2020-08-06,2018,1,2020-06-10,한국생협C,"30,000,000",
4915,2020,국산,43272,영광의리더,한국,수,흑갈색,포리스트캠프,아일,현태봉,2019-10-29,"25,000,000",2020-06-14,,,,,,6,,27,이상영,2020-11-25,2018,1,2020-06-10,김경남,"25,000,000",
5346,2020,국산,42613,허니타이거,한국,거,밤색,포리스트캠프,어필링스타,강순옥,,,2020-06-14,4,0,0,,0,6,2020-10-23,24,김길중,2020-07-25,2018,1,2020-06-10,한국생협C,"20,000,000",
4648,2020,국산,43228,런포리스트런,한국,거,밤색,포리스트캠프,레드파피,페가수스,,,2020-06-28,,,,,,,,30,울즐리,2020-10-08,2018,1,2020-06-10,한국생협C,,
5409,2020,국산,43160,천비성,한국,수,밤색,피스룰즈,대화합,조동식,2020-07-07,"45,000,000",2020-08-22,14,1,3,67940000,7.1,4,2020-12-06,31,강환민,2020-10-15,2018,1,2020-06-10,윤대근,"45,000,000",
5637,2020,국산,42141,런앤드건,한국,암,회색,한센,힐오브드림즈,문명기,,,2020-10-18,12,0,0,16750000,0,5,2021-01-22,17,장세한,2020-12-11,2018,1,2020-06-10,양승희,,
4773,2020,국산,42635,모닝플래시,한국,수,밤색,경부대로,모닝퀸,김중길,,,2020-08-01,5,1,0,14500000,20,5,2020-12-06,11,조현수,2020-09-23,2018,1,2020-05-28,박승호,,
5309,2020,국산,42537,후이넘,한국,수,갈색,모던카우보이,포우수,이상영,2019-11-26,"40,000,000",2020-08-09,6,0,0,3080000,0,6,2020-11-22,52,김동균,2020-09-02,2018,1,2020-05-28,최종필,"40,000,000",
5376,2020,국산,42487,천둥세자,한국,수,갈색,모던카우보이,팻츠이미지,강성훈,2019-11-26,"40,000,000",2020-06-07,13,2,0,55470000,15.4,4,2020-11-07,52,김동균,2020-06-24,2018,1,2020-05-28,최종필,"40,000,000",
5598,2020,국산,42871,송암레이서,한국,거,갈색,볼포니,홀리드림러브,농업회사법인(주)송암축산,2020-06-23,"22,000,000",2020-10-14,8,1,0,19350000,12.5,5,2021-05-09,51,최용건,2020-12-17,2018,1,2020-05-28,홍성호,"22,000,000",
5550,2020,국산,42905,킹할리,한국,수,갈색,볼포니,릴리전,한국경마축산고교,,,2020-11-08,1,0,0,,0,6,2021-01-08,20,최기홍,2020-11-25,2018,1,2020-05-28,박복규,,
5473,2020,국산,43071,에이맨,한국,수,갈색,시에로골드,커피로얄,이종욱,,,2020-06-07,2,0,0,,0,6,2021-01-22,54,박천서,2020-07-15,2018,1,2020-05-28,이상근,"7,000,000",
4765,2020,국산,43218,선봉골드,한국,암,갈색,시에로골드,선봉대감,장용석,,,2020-07-11,13,0,0,8120000,0,6,2020-10-16,54,박천서,2020-08-06,2018,1,2020-05-28,박복규,"17,000,000",
4824,2020,국산,42639,보라퀸,한국,암,밤색,애니기븐새터데이,웰빙퀸,농업회사법인 프리미엄팜 주식회사,,,2020-06-13,8,0,0,2640000,0,6,2020-10-23,15,박희철,2020-09-10,2018,1,2020-05-28,김용선,"35,000,000",
4855,2020,국산,42541,천하넘버원,한국,거,밤색,애니기븐새터데이,셀록스,정환,,,2020-08-16,11,2,0,40370000,18.2,4,2020-12-05,6,구영준,2020-10-28,2018,1,2020-05-28,이상근,"15,000,000",
5615,2020,국산,42765,익스프레스런,한국,암,갈색,어플릿익스프레스,피프티투캐럿츠,손병철,,,2020-07-06,,,,,,,,6,구영준,2020-08-19,2018,1,2020-05-28,이상근,,
5261,2020,국산,42923,연승브라보,한국,거,갈색,연승대로,해운대기상,김근영,,,2020-07-19,14,1,1,38410000,7.1,5,2020-12-12,1,백광열,2020-08-15,2018,1,2020-05-28,오원석,"30,000,000",
4816,2020,국산,42409,스타블레이드,한국,거,갈색,오피서,마이스타일,정성영농조합법인,,,2020-06-27,13,3,2,57250000,23.1,4,2020-08-22,30,토니,2020-07-30,2018,1,2020-05-28,고명주,"50,000,000",
4849,2020,국산,42158,별이뜨네,한국,암,밤색,올드패션드,파이어러츠갈,페가수스,,,2020-07-19,7,0,1,5500000,0,6,2020-10-31,30,울즐리,2020-09-16,2018,1,2020-05-28,박승호,"55,000,000",
4592,2020,국산,42395,그랜드캐슬,한국,수,갈색,올드패션드,블루캐슬,이병일,2019-11-26,"50,000,000",2020-06-27,9,1,1,21980000,11.1,5,2020-10-16,11,조현수,2020-07-29,2018,1,2020-05-28,박승호,"50,000,000",
4507,2020,국산,42282,플라잉풀문,한국,암,밤색,올드패션드,벨어브더문,이용대,,,2020-06-07,11,1,0,20240000,9.1,5,2021-01-08,35,임채덕,2020-11-26,2018,1,2020-05-28,최종필,"45,000,000",
5652,2020,국산,42042,바이킹조이,한국,수,갈색,윈체스터,바이킹베이,윤흥열,,,2020-05-30,3,0,0,,0,6,2020-08-08,52,김동균,2020-07-02,2018,1,2020-05-28,김용선,"30,000,000",
4759,2020,국산,42653,윈체스터뮤직,한국,암,갈색,윈체스터,로드언드프레이즈,윤재필,,,2020-09-03,,,,,,,,19,곽영효,,2018,1,2020-05-28,김용선,"30,000,000",
5249,2020,국산,42550,원더풀리얼티,한국,거,갈색,유로실버,쉬저핫디시,(주)녹원목장,2020-06-23,"35,000,000",2020-06-28,12,0,0,9100000,0,6,2020-10-23,26,방동석,2020-09-03,2018,1,2020-05-28,김용선,"35,000,000",
5700,2020,국산,42753,로열챈트,한국,거,갈색,채플로열,기리업개드플라이,손병철,,,2020-07-06,4,0,0,,0,6,2020-11-20,6,구영준,2020-08-12,2018,1,2020-05-28,이상근,,
5771,2020,국산,42952,흑룡가무,한국,거,흑갈색,카우보이칼,하버걸,이광림,2019-11-26,"50,000,000",2020-05-30,11,0,3,31070000,0,5,2020-07-25,33,서인석,2020-06-17,2018,1,2020-05-28,박승호,"50,000,000",
4605,2020,국산,42808,쇼미더선더,한국,거,밤색,콩코드포인트,텔미허니,김정철,,,2020-07-18,1,0,0,,0,6,2020-11-01,1,박종곤,2020-08-05,2018,1,2020-05-28,전호용,"55,000,000",
5354,2020,국산,42795,인디라이트,한국,암,갈색,테이크차지인디,그리자이,김기석,,,2020-07-04,9,0,0,,0,6,2020-11-01,28,최상식,2020-07-29,2018,1,2020-05-28,홍성호,"45,000,000",
5075,2020,국산,42609,배다리장군,한국,수,갈색,테이크차지인디,가문여장군,현종욱,,,2020-08-15,1,0,0,,0,6,2020-10-16,6,홍대유,2020-08-26,2018,1,2020-05-28,김용선,"30,000,000",
4598,2021,국산,42640,티즈러너,한국,거,갈색,티즈원더풀,드림러너,농업회사법인(주)송암축산,,,2021-06-06,1,0,0,,0,6,2022-01-15,51,최용건,2021-09-01,2018,1,2020-05-28,김용선,"22,000,000",
5709,2020,국산,42757,매직그라운드,한국,암,갈색,티즈원더풀,메트로걸,손병철,,,2020-09-24,2,0,0,,0,6,2021-05-08,3,최영주,2021-03-17,2018,1,2020-05-28,이상근,,
5015,2020,국산,42162,서에번쩍,한국,수,갈색,퍼지,데인저러스고스트,김을분,,,2020-06-27,6,2,1,34360000,33.3,5,2020-08-16,33,서인석,2020-07-09,2018,1,2020-05-28,박복규,,
4679,2020,국산,42308,위닝메이커,한국,암,갈색,페더럴리스트,위닝원더풀,금악목장,,,2020-05-30,8,0,0,1100000,0,6,2020-11-01,11,조현수,2020-08-21,2018,1,2020-05-28,고명주,,
5125,2020,국산,42450,폭스파워,한국,거,갈색,한센,폭스레이,박동훈,,,2020-05-30,11,2,3,67560000,18.2,4,2020-08-01,26,안해양,2020-07-08,2018,1,2020-05-28,오원석,"60,000,000",
5345,2020,국산,42163,최강쏜살,한국,수,갈색,경부대로,라피네,김을분,,,2020-07-12,15,5,3,119740000,33.3,3,2020-10-16,2,강형곤,2020-08-19,2018,1,2020-05-20,이경하,"25,000,000",
4827,2020,국산,42330,소리오름,한국,거,밤색,디바인파크,톱오브챔프,문삼,,,2020-05-24,4,0,1,7040000,0,6,2021-05-08,2,강형곤,2021-04-07,2018,1,2020-05-20,윤치운,,
5229,2020,국산,42074,월드그린,한국,암,갈색,록하드텐,그린메일,(주)늘푸른목장,,,2020-09-06,3,0,0,,0,6,2021-05-29,19,김영관,2021-04-09,2018,1,2020-05-20,양승희,"43,000,000",
4505,2020,국산,43404,엠제이돌풍,한국,수,밤색,리미트리스비드,톱프리티,김명식,,,2020-07-18,5,0,0,,0,6,2021-08-07,24,서홍수,2020-08-21,2018,1,2020-05-20,윤대근,"40,000,000",
4772,2020,국산,42460,라온더파워,한국,거,갈색,머스킷맨,숍인밀라노,손천수,,,2020-08-29,14,4,2,81080000,28.6,3,2020-12-12,33,권승주,2020-10-14,2018,1,2020-05-20,한국생협C,,
5718,2020,국산,43138,청산강호,한국,수,갈색,메니피,토털리톡식,양은석,,,2020-06-27,14,1,1,40630000,7.1,5,2020-08-29,42,이관호,2020-07-09,2018,1,2020-05-20,윤대근,"60,000,000",
4585,2020,국산,42271,블랙로맨스,한국,거,갈색,미스치비어슬리,슈퍼라이언,김영주,,,2020-10-18,2,0,0,,0,6,2021-01-08,33,권승주,2020-11-21,2018,1,2020-05-20,김영주,"10,000,000",
5512,2020,국산,43064,베스트코리아,한국,수,갈색,선더모카신,프로폴리스,이병일,,,2020-06-28,5,0,0,,0,6,2021-05-22,7,김병학,2020-07-22,2018,1,2020-05-20,이경하,"50,000,000",
5595,2020,국산,42969,금성패션,한국,암,회색,올드패션드,니드노인트러덕션,조창규,,,2020-06-27,6,0,0,,0,6,2021-04-10,32,김윤섭,2020-12-16,2018,1,2020-05-20,이재현,,
5748,2020,국산,42071,레드워리어,한국,수,갈색,채플로열,올웨이즈레드온선,홍태수,2019-10-29,"48,000,000",2020-05-30,,,,,,,,34,리카디,,2018,1,2020-05-20,윤대근,"48,000,000",
4515,2020,국산,42348,베스트빅뱅,한국,거,갈색,카우보이칼,스칼렛스타렛,전영환,,,2020-05-30,9,0,0,2000000,0,6,2021-01-08,2,손영표,2020-06-17,2018,1,2020-05-20,윤대근,"55,000,000",
4996,2020,국산,42828,닥터캔디,한국,암,갈색,카우보이칼,딕시빌댄서,조창규,,,2020-06-07,10,0,1,7750000,0,6,2020-08-14,1,백광열,2020-07-15,2018,1,2020-05-20,이재현,"50,000,000",
5105,2020,국산,42458,라온더최강,한국,암,갈색,커널존,라온챔버,손천수,,,2020-06-27,8,0,0,2540000,0,6,2020-11-07,1,박종곤,2020-08-12,2018,1,2020-05-20,한국생협C,"20,000,000",
5379,2020,국산,43097,회두령,한국,수,회색,콩코드포인트,헬로다이너,조창규,,,2020-05-30,12,1,2,37520000,8.3,5,2020-07-25,8,최용구,2020-06-17,2018,1,2020-05-20,이재현,"50,000,000",
5224,2020,국산,42705,영광의캡틴,한국,수,밤색,퍼지,프로퍼나이트,전영환,,,2020-05-30,6,1,0,25580000,16.7,5,2021-08-07,52,김동균,2020-07-22,2018,1,2020-05-20,김경남,"55,000,000",
5616,2020,국산,43095,영광의라이더,한국,거,갈색,페더럴리스트,하얀누리,정환,,,2020-08-09,7,0,0,1000000,0,6,2020-12-20,6,구영준,2020-10-28,2018,1,2020-05-20,김경남,"50,000,000",
5593,2020,국산,42716,페더럴윈,한국,암,갈색,페더럴리스트,루시엔,(주)금악목장,,,2020-06-20,10,0,0,3960000,0,6,2020-08-15,10,정호익,2020-07-08,2018,1,2020-05-20,양승희,"5,000,000",
5517,2020,국산,42012,레전드보스,한국,수,갈색,한센,시어브릴리언스,권광세,,,2020-06-27,6,0,0,1540000,0,6,2020-10-23,17,장세한,2020-08-15,2018,1,2020-05-20,이경하,"42,000,000",
5470,2020,국산,42755,하트비트,한국,암,갈색,라이언산타,리스킨잇올,손병철,,,2020-07-13,,,,,,,,7,김병학,2020-08-26,2018,1,2020-05-14,이상근,,
5221,2020,국산,42747,송암에이스,한국,수,갈색,메니피,스위치잇,농업회사법인(주)송암축산,,,2020-08-08,,,,,,6,,25,전승규,2021-02-03,2018,1,2020-05-14,김용선,"22,000,000",
5369,2020,국산,43092,로열영광,한국,수,밤색,모던카우보이,스피드걸,정환,,,2020-05-23,9,0,0,11800000,0,6,2020-07-19,27,박병일,2020-06-11,2018,1,2020-05-14,전호용,"25,000,000",
5437,2020,국산,42734,투투와일드싱,한국,수,갈색,모던카우보이,쉬자와일드싱,김은갑,,,2020-05-24,11,3,3,100040000,27.3,4,2020-07-17,2,강형곤,2020-06-27,2018,1,2020-05-14,김용선,,
4666,2020,국산,43174,이터널위너,한국,거,갈색,볼트레이,퍼서널캠프,권자수,2020-04-21,"30,000,000",2020-05-17,5,0,0,,0,6,2020-10-31,16,김재섭,2020-05-30,2018,1,2020-05-14,홍성호,"30,000,000",
5538,2020,국산,42864,달려라볼포니,한국,수,갈색,볼포니,달려라공주,김중환,2020-04-21,"25,000,000",2020-06-27,15,0,2,20120000,0,5,2020-12-06,22,강은석,2020-08-01,2018,1,2020-05-14,홍성호,"25,000,000",
5657,2020,국산,43017,큰박수,한국,암,회색,스트라이크어게인,새아누리,김종식,,,2020-05-23,2,0,0,,0,6,2020-08-15,49,지용철,2020-06-10,2018,1,2020-05-14,박복규,,
4617,2020,국산,42472,뷰티라이프,한국,암,갈색,시에로골드,뷰티이천,이종욱,2020-04-21,"15,000,000",2020-08-16,2,0,0,,0,6,2020-10-31,33,권승주,2020-09-23,2018,1,2020-05-14,고명주,"15,000,000",
5227,2020,국산,43199,슈프림위너,한국,수,갈색,어플릿익스프레스,슈가수프,손병철,,,2020-07-09,1,0,0,,0,6,2020-11-01,25,전승규,2020-07-30,2018,1,2020-05-14,이상근,,
5504,2020,국산,42760,인피니티윈,한국,수,갈색,어플릿익스프레스,인디어러,손병철,,,2020-07-06,,,,,,,,24,김길중,,2018,1,2020-05-14,이상근,,
5502,2020,국산,42764,고속대박,한국,암,갈색,어플릿익스프레스,프린세스린,손병철,,,2020-07-09,3,0,0,,0,6,2020-10-23,3,최영주,2020-09-02,2018,1,2020-05-14,이상근,,
5434,2020,국산,42678,스마트오피서,한국,암,갈색,오피서,소우시크,(주)자성실업,,,2020-09-10,6,2,1,66460000,33.3,4,2021-04-17,25,전승규,2020-10-14,2018,1,2020-05-14,이상근,,
