NO,최초입사연도,산지,마번,마명,생산국,성별,털색,부마,모마,생산자,경매일,경매가,최초경주마입사일,출전,1위횟수,2위횟수,수득상금,승률,최고군,최초출전일,입사시조,입사시조교사,최초출발검사합격일,출생년도,심사 합격마,육성훈련합격일,육성조련사,경주마가격,포입여부
3164,2019,국산,40557,청산가세,한국,거,밤색,인디밴드,질주하라,김종식,,,2019-08-31,20,1,1,31110000,5,5,2019-10-19,49,지용철,2019-09-25,2017,1,2019-07-11,박복규,,
4270,2019,국산,41387,더킹클래스,한국,거,흑갈색,채플로열,토니투스완,임정균,,,2019-11-09,9,0,2,25300000,0,5,2019-12-21,26,안해양,2019-11-21,2017,1,2019-07-11,고명주,,
3284,2019,국산,40504,저스트윈,한국,거,밤색,탐라에이스,제니튜더,김순건,,,2019-09-06,17,1,4,73060000,5.9,4,2019-12-13,11,김보경,2019-10-05,2017,1,2019-07-11,박승호,"50,000,000",
3742,2019,국산,40706,슈퍼마스터,한국,수,밤색,테스타마타,임파서블튠,정성영농조합법인,,,2019-08-28,10,0,0,1250000,0,6,2019-11-16,44,김학수,2019-09-26,2017,1,2019-07-11,고명주,"30,000,000",
3624,2019,국산,40528,내길의축복,한국,암,갈색,포리스트캠프,댄징샐리,임화정,2019-04-30,"22,000,000",2019-11-24,10,0,0,3890000,0,6,2020-02-15,6,홍대유,2020-01-03,2017,1,2019-07-11,전호용,"22,000,000",
4257,2019,국산,41023,디데이플라이,한국,수,갈색,포리스트캠프,디데이,(주)자성실업,,,2019-08-24,3,0,0,4240000,0,6,2020-08-08,25,전승규,2020-06-24,2017,1,2019-07-11,오원석,,
4255,2019,국산,41076,본투글로리,한국,암,회색,프라이빗보우,딜라이트펄송,박정배,,,2019-07-20,10,0,0,8000000,0,6,2019-12-22,16,최봉주,2019-08-29,2017,1,2019-07-11,전호용,,
3488,2019,국산,40877,인비저블맨,한국,거,밤색,한센,레이디메달,신한영농조합법인,2019-06-18,"46,000,000",2019-09-09,3,0,0,1600000,0,6,2020-07-24,31,라이스,2019-10-19,2017,1,2019-07-11,박승호,"46,000,000",
3344,2019,국산,40562,스트리트강자,한국,거,갈색,홍지,스트리트명문,오원석,,,2019-12-14,6,1,1,34760000,16.7,5,2020-02-08,18,박대흥,2020-01-02,2017,1,2019-07-11,,"30,000,000",
3280,2019,국산,40709,아델스파이크,한국,암,밤색,COMPETITIVE EDGE,아이스컬린,제주축산개발,,,2019-07-14,22,4,3,176450000,18.2,3,2019-09-20,11,김영민,2019-07-31,2017,1,2019-06-27,오원석,"40,000,000",포입말
4102,2019,국산,41277,최강헌터,한국,수,밤색,남해대왕,로쿠,보은영농조합법인,,,2019-06-30,5,0,1,8800000,0,6,2020-01-03,23,손병직,2019-07-20,2017,1,2019-06-27,오원석,"27,000,000",
3127,2019,국산,40445,선우엔테우스,한국,암,갈색,디바인파크,프리넙셜,김영일,2019-03-19,"56,000,000",2019-07-05,1,0,1,8400000,0,6,2019-10-05,37,심승태,2019-07-25,2017,1,2019-06-27,김용선,"56,000,000",
4215,2019,국산,41171,빅토리질주,한국,암,밤색,라이언산타,신남성,손병철,,,2019-07-18,5,0,0,,0,6,2019-10-06,3,최영주,2019-08-21,2017,1,2019-06-27,이상근,"170,000,000",
3462,2019,국산,40520,샌드파워,한국,수,갈색,록하드텐,리틀미스플러리,신상섭,,,2019-07-06,14,0,1,20060000,0,5,2019-09-21,28,최상식,2019-08-07,2017,1,2019-06-27,홍성호,"38,000,000",
3586,2019,국산,40939,더퀸제이,한국,암,갈색,메니피,유툭마보이즈머니,김석헌,,,2019-07-04,2,0,0,,0,6,2019-11-02,42,이관호,2019-08-07,2017,1,2019-06-27,전호용,"80,000,000",
3376,2019,국산,40793,히든그레이스,한국,암,갈색,메니피,레이디포르짜,김태형,2019-03-19,"61,000,000",2019-06-29,3,0,0,,0,6,2019-11-23,24,서홍수,2019-08-16,2017,1,2019-06-27,김용선,"61,000,000",
3882,2019,국산,40909,이스트제트,한국,거,갈색,스트라이크어게인,렌드,이광림,2018-11-27,"50,000,000",2019-07-13,17,9,4,721500000,52.9,1,2019-10-05,33,서인석,2019-08-08,2017,1,2019-06-27,박승호,"50,000,000",
3147,2019,국산,40354,미녀봉,한국,암,갈색,스트라이크어게인,스틸더쇼,이용대,2018-10-30,"110,000,000",2019-07-14,21,2,4,87340000,9.5,4,2019-12-06,21,민장기,2019-09-28,2017,1,2019-06-27,박승호,"110,000,000",
3676,2019,국산,40433,디바인플라이,한국,암,갈색,시에로골드,디바인러브,(주)자성실업,,,2019-07-13,4,0,0,,0,6,2020-08-08,18,박대흥,2019-08-14,2017,1,2019-06-27,오원석,,
4388,2019,국산,41436,런던히트,한국,암,밤색,엑톤파크,필더히트,오공학,,,2019-08-31,15,0,0,12760000,0,6,2019-12-21,26,안해양,2019-10-11,2017,1,2019-06-27,김용선,"35,000,000",
4380,2019,국산,41362,짱돌,한국,수,갈색,영웅챔프,니캉내캉,배은정,,,2019-07-06,1,0,0,7800000,0,6,2019-11-24,24,서홍수,2019-10-04,2017,1,2019-06-27,전호용,,
3802,2019,국산,40682,미사일명마,한국,암,회색,올드패션드,엘리누나,조천근,,,2019-11-13,,,,,,,,41,신삼영,,2017,1,2019-06-27,이상근,"33,000,000",
3365,2019,국산,40423,신용퀸데이,한국,암,갈색,올드패션드,신용퀸,정성영농조합법인,,,2019-07-05,1,0,0,7800000,0,6,2019-10-20,53,김동철,2019-08-29,2017,1,2019-06-27,고명주,"25,000,000",
4440,2019,국산,41494,스타라이트,한국,암,회색,올드패션드,볼드어라이벌,손병철,,,2019-09-02,5,1,0,11220000,20,6,2021-01-22,24,김길중,2019-10-19,2017,1,2019-06-27,이상근,,
4225,2019,국산,41287,파인의꿈,한국,수,갈색,올드패션드,파인질주,이광림,,,2019-07-14,21,5,4,126580000,23.8,3,2019-09-06,1,백광열,2019-08-02,2017,1,2019-06-27,박승호,,
4175,2019,국산,41237,로드로즈,한국,암,갈색,컬러즈플라잉,블루다이아,김창만,2019-03-19,"44,000,000",2019-08-22,10,1,1,23400000,10,5,2019-11-09,8,최용구,2019-10-16,2017,1,2019-06-27,김용선,"44,000,000",
3804,2019,국산,40911,어메이징퀸,한국,암,밤색,티즈원더풀,어메이징서프라이,이광림,,,2019-07-13,11,0,1,16380000,0,6,2019-10-05,31,강환민,2019-08-21,2017,1,2019-06-27,고명주,"45,000,000",
3709,2019,국산,40501,탱크삭스,한국,암,흑갈색,티즈원더풀,싱섬싱컨트리,김순건,,,2019-07-06,19,2,2,86920000,10.5,5,2019-09-21,31,강환민,2019-08-16,2017,1,2019-06-27,박승호,"35,000,000",
3661,2019,국산,40565,타핏원더풀,한국,수,밤색,티즈원더풀,디너앳나나스,장용석,2019-06-18,"32,000,000",2019-07-07,10,2,2,47350000,20,4,2020-06-26,21,민장기,2019-09-07,2017,1,2019-06-27,이상근,"32,000,000",
4217,2019,국산,41005,하이원더풀,한국,암,갈색,티즈원더풀,하이틴,전영돈,2019-06-18,"10,000,000",2019-07-28,3,1,1,37000000,33.3,5,2019-11-23,44,김학수,2019-09-25,2017,1,2019-06-27,전호용,"10,000,000",
3113,2019,국산,40360,미라클이천,한국,거,밤색,티즈원더풀,아름다운파티,이종욱,,,2019-07-14,6,2,0,51350000,33.3,4,2019-10-26,37,심승태,2019-09-04,2017,1,2019-06-27,이상근,,
3952,2019,국산,41022,데리안플라이,한국,암,갈색,티즈원더풀,데리안스카이,(주)자성실업,,,2019-07-13,1,0,0,,0,6,2019-11-23,21,임봉춘,2019-10-16,2017,1,2019-06-27,오원석,,
4081,2019,국산,41187,삼포여걸,한국,암,밤색,한센,인터처블,김영남,,,2019-07-06,5,0,0,,0,6,2019-10-20,28,최상식,2019-09-11,2017,1,2019-06-27,김용선,"50,000,000",
3522,2019,국산,40614,솔트라이트,한국,암,회색,한센,배다리영웅,윤보식,,,2019-08-25,9,0,0,,0,6,2019-10-25,12,조용배,2019-10-05,2017,1,2019-06-27,김용선,"30,000,000",
4398,2019,국산,41415,성산데이,한국,수,갈색,동서대로,런비포더윈드,정태원,,,2019-06-30,3,0,0,,0,6,2020-07-17,3,오문식,2019-09-21,2017,1,2019-06-19,이경하,,
3698,2019,국산,40783,디바인뮤직,한국,암,갈색,디바인파크,모닝뮤직,김경남,,,2019-09-25,19,2,2,99940000,10.5,4,2019-11-15,9,양귀선,2019-10-12,2017,1,2019-06-19,김영주,"20,000,000",
4437,2019,국산,41470,샤인파이터,한국,암,갈색,록하드텐,유로파이터,김용래,,,2019-06-22,6,0,1,18320000,0,6,2019-10-26,37,심승태,2019-07-24,2017,1,2019-06-19,김경남,,
4219,2019,국산,41364,투투그레이트,한국,암,흑갈색,사이먼퓨어,헤네시엔라임,부건영,,,2019-06-23,18,5,3,243150000,27.8,2,2019-10-11,2,강형곤,2019-07-31,2017,1,2019-06-19,김영주,"21,000,000",
3937,2019,국산,40760,질풍천리,한국,수,갈색,선더모카신,질풍당당,고창범,,,2019-11-30,,,,,,6,,3,최영주,2020-01-02,2017,1,2019-06-19,이재현,,
3848,2019,국산,40818,최강큐피드,한국,수,회색,스트라이크어게인,어센드더스론,정경애,,,2019-07-07,10,0,2,31860000,0,5,2020-01-31,23,손병직,2019-12-21,2017,1,2019-06-19,양승희,"80,000,000",
3378,2019,국산,41506,오버어치브,한국,암,회색,스트라이크어게인,승승쾌걸,이종진,,,2019-08-31,4,0,0,,0,6,2020-02-08,19,곽영효,2019-12-12,2017,1,2019-06-19,이재현,"22,000,000",
3107,2019,국산,40794,천지바람,한국,거,갈색,애니기븐새터데이,코넬리아,김태형,,,2019-06-29,7,0,0,7800000,0,6,2019-11-16,24,서홍수,2019-10-04,2017,1,2019-06-19,양승희,"33,000,000",
3883,2019,국산,40933,애니백,한국,거,흑갈색,애니기븐새터데이,백락고,강승연,,,2019-07-13,,,,,,6,,2,손영표,2019-08-07,2017,1,2019-06-19,한국생협C,,
3734,2019,국산,40449,금아키튼,한국,수,갈색,오피서,스톰캣츠키튼,김정철,,,2019-06-29,11,2,1,76310000,18.2,4,2019-10-20,14,이신영,2019-07-24,2017,1,2019-06-19,윤치운,"75,000,000",
3953,2019,국산,40575,럭키가드,한국,거,갈색,온이글즈윙즈,리커버유어솔,정환,,,2019-08-31,4,0,0,,0,6,2019-11-23,52,김동균,2019-10-02,2017,1,2019-06-19,윤대근,"40,000,000",
4224,2019,국산,41616,돌아온셀라,한국,암,갈색,원쿨캣,셀라,김명식,,,2019-07-13,5,0,0,,0,6,2019-10-27,54,박천서,2019-09-04,2017,1,2019-06-19,한국생협C,,
4331,2019,국산,41271,원더풀제이드,한국,수,갈색,유로실버,래턴펑크,(주)녹원목장,,,2019-06-29,3,0,0,,0,6,2019-09-08,44,김학수,2019-08-16,2017,1,2019-06-19,윤대근,,
4096,2019,국산,40954,남양승리,한국,거,갈색,채플로열,승리축제,홍태수,,,2019-06-29,17,0,2,21300000,0,5,2019-10-18,6,구영준,2019-08-31,2017,1,2019-06-19,윤치운,,
3746,2019,국산,40712,허니버터바비,한국,암,갈색,컬러즈플라잉,노티네이,진인아,,,2019-06-29,9,0,2,21350000,0,5,2019-09-01,14,이신영,2019-07-17,2017,1,2019-06-19,윤치운,"40,000,000",
3392,2019,국산,41644,블루참,한국,거,갈색,컬러즈플라잉,인디언블루,김세민,,,2019-07-27,9,0,1,21200000,0,5,2019-10-26,24,서홍수,2019-08-21,2017,1,2019-06-19,한국생협C,,
3449,2019,국산,41631,피엔에스볼트,한국,암,밤색,케이탑,백만볼트,김경태,,,2019-07-14,5,0,0,,0,6,2019-10-12,7,구자흥,2019-08-21,2017,1,2019-06-19,이재현,"27,000,000",
3863,2019,국산,41018,알찬누리,한국,거,갈색,페더럴리스트,루시엔,(주)금악목장,,,2019-06-22,18,1,3,58020000,5.6,5,2019-12-22,10,정호익,2019-08-08,2017,1,2019-06-19,전기혁,"50,000,000",
3155,2019,국산,40597,산뜻한스침,한국,암,회색,페더럴리스트,원굿북,권미애,2018-10-30,"45,000,000",2019-06-22,16,1,2,55910000,6.3,5,2019-09-01,22,안병기,2019-07-25,2017,1,2019-06-19,전기혁,"45,000,000",
3782,2019,국산,40635,해피플랜,한국,암,밤색,플랜,베네피셜프렌드,(주)씨엔에이,,,2019-06-30,4,0,2,17600000,0,5,2019-11-23,13,이희영,2019-10-10,2017,1,2019-06-19,양승희,"40,000,000",
4341,2019,국산,41372,천마하서,한국,거,밤색,플랜,아이언바디,윤보식,,,2019-11-24,23,1,0,26170000,4.3,5,2020-06-19,12,조용배,2019-12-28,2017,1,2019-06-19,김영주,"30,000,000",
3598,2019,국산,41515,꿈을넘어,한국,암,회색,플랜,로켓하버,전동호,,,2019-07-01,7,1,0,31850000,14.3,5,2019-11-01,13,강병은,2019-10-10,2017,1,2019-06-19,김영주,"10,000,000",
3351,2019,국산,40608,금아굿포인트,한국,거,갈색,피스룰즈,캠핑포인트,농업회사법인(주)트리플크라운팜,,,2019-06-23,19,1,2,49370000,5.3,5,2019-11-01,10,김남중,2019-08-17,2017,1,2019-06-19,양승희,"35,000,000",
3339,2019,국산,40849,교룡득수,한국,수,갈색,한센,승리의함성,김종식,,,2019-06-22,20,3,2,127000000,15,4,2019-10-05,49,지용철,2019-07-03,2017,1,2019-06-19,전기혁,"60,000,000",
3701,2019,국산,40922,한센프리마,한국,암,갈색,한센,제마돌풍,정병철,,,2019-06-29,3,0,0,1600000,0,6,2020-08-08,34,리카디,2020-02-27,2017,1,2019-06-19,한국생협C,"55,000,000",
3759,2019,국산,40979,새만금의비전,한국,암,갈색,SUMMER FRONT,시티즌키튼,김중환,,,2019-09-27,11,0,1,12100000,0,6,2020-07-17,22,강은석,2019-11-06,2017,1,2019-06-07,박복규,"30,000,000",포입말
4361,2019,국산,41423,트루,한국,암,밤색,경쾌한질주,베스트파워,(주)마장,2019-06-18,"10,000,000",2019-07-04,20,0,2,26500000,0,5,2019-11-02,11,조현수,2019-08-22,2017,1,2019-06-07,김용선,"10,000,000",
3132,2019,국산,40444,강철다리,한국,암,밤색,디바인파크,레드벅,김영일,,,2019-07-13,9,0,0,,0,6,2019-10-06,43,서정하,2019-08-14,2017,1,2019-06-07,이상근,"20,000,000",
4327,2019,국산,41205,그랜드마스터,한국,암,밤색,디바인파크,패리실튼,강승연,,,2019-06-29,13,0,1,8640000,0,6,2019-10-05,32,김윤섭,2019-07-24,2017,1,2019-06-07,홍성호,"10,000,000",
4111,2019,국산,41233,엑설런트하이,한국,암,갈색,록하드텐,엑설런트캐슬,이상영,,,2019-06-15,6,0,0,,0,6,2019-08-31,37,심승태,2019-07-17,2017,1,2019-06-07,전호용,"24,000,000",
3244,2019,국산,40571,시선집중,한국,거,밤색,볼포니,토종고수,장용석,,,2019-06-15,24,2,1,81850000,8.3,4,2019-09-21,11,조현수,2019-07-17,2017,1,2019-06-07,김용선,"30,000,000",
3401,2019,국산,40569,할레아칼라,한국,수,갈색,볼포니,스탠즈위더피스트,장용석,2019-06-18,"20,000,000",2019-06-23,4,0,1,7420000,0,6,2019-11-08,17,장세한,2019-10-02,2017,1,2019-06-07,박복규,"20,000,000",
3940,2019,국산,40910,아스트로,한국,거,갈색,스트라이크어게인,블랙루비,이광림,2019-03-19,"35,000,000",2019-06-15,4,0,0,,0,6,2019-10-05,3,최영주,2019-07-17,2017,1,2019-06-07,이상근,"35,000,000",
2971,2019,국산,40273,독립열강,한국,거,갈색,애니기븐새터데이,더캣,김영남,,,2019-07-01,3,0,1,12600000,0,6,2019-10-06,11,김보경,2019-08-17,2017,1,2019-06-07,이상근,"50,000,000",
4386,2019,국산,41149,열린문,한국,수,밤색,애니기븐새터데이,히어즈벨라,김경민,,,2019-06-15,20,4,3,146260000,20,3,2019-09-22,33,서인석,2019-06-26,2017,1,2019-06-07,최승민,"37,000,000",
3285,2019,국산,40623,스카이타임,한국,암,갈색,어플리트어게인,히든타임,이상영,,,2019-06-15,5,0,0,960000,0,6,2019-08-17,52,김동균,2019-07-18,2017,1,2019-06-07,전호용,"38,000,000",
3964,2019,국산,41195,글로벌선더,한국,거,밤색,오피서,미미의오자매,현태봉,,,2019-06-15,13,3,3,148600000,23.1,3,2019-10-13,28,최상식,2019-07-11,2017,1,2019-06-07,홍성호,"35,000,000",
3736,2019,국산,40980,누비자,한국,거,밤색,올드패션드,누비퀸,농업회사법인(주)트리플크라운팜,,,2019-07-13,3,0,0,,0,6,2019-08-31,33,서인석,2019-08-07,2017,1,2019-06-07,김용선,,
4370,2019,국산,41244,페르디도패션,한국,수,회색,올드패션드,볼디스트어브올,(주)위너스팜,,,2019-07-14,2,1,0,13750000,50,5,2020-11-06,9,양귀선,2019-09-07,2017,1,2019-06-07,이상근,,
4404,2019,국산,41298,포스윈,한국,암,갈색,채플로열,째즈먼,강춘기,,,2019-06-15,4,0,0,,0,6,2019-11-23,15,박희철,2019-07-24,2017,1,2019-06-07,김용선,"30,000,000",
3266,2019,국산,40426,윈드힐,한국,암,갈색,컬러즈플라잉,라비치스,최상일,,,2019-06-22,6,1,1,40200000,16.7,5,2019-12-08,33,서인석,2019-07-04,2017,1,2019-06-07,고명주,,
3909,2019,국산,41472,닥터스콜,한국,거,밤색,테스타마타,한강제일,이영선,,,2019-06-23,17,1,1,50600000,5.9,4,2019-08-30,1,백광열,2019-07-03,2017,1,2019-06-07,오원석,"46,000,000",
4062,2019,국산,41077,삭스퀸,한국,암,갈색,티즈원더풀,헤이고져스,박정배,,,2019-06-17,,,,,,,,19,김영관,2019-08-02,2017,1,2019-06-07,박승호,"50,000,000",
4396,2019,국산,41360,우주륭,한국,암,흑갈색,티즈원더풀,황금물결,김중환,2019-06-18,"25,000,000",2019-06-22,,,,,,6,,44,김학수,2019-08-14,2017,1,2019-06-07,홍성호,"25,000,000",
4055,2019,국산,40908,컴플리트매직,한국,암,갈색,티즈원더풀,퍼스트우먼,오원석,,,2019-07-06,5,0,0,2400000,0,6,2019-09-07,11,조현수,2019-07-24,2017,1,2019-06-07,박승호,"25,000,000",
3993,2019,국산,40899,스카이선더,한국,암,갈색,포리스트캠프,스카이트레인,김연순,,,2019-06-27,3,0,0,,0,6,2019-10-05,54,박천서,2019-07-17,2017,1,2019-06-07,오원석,"25,000,000",
3725,2019,국산,41112,빅플랜,한국,암,밤색,플랜,빅브라이트스타,정성빈,,,2019-08-24,15,2,1,48330000,13.3,5,2019-12-15,32,김윤섭,2019-10-02,2017,1,2019-06-07,최승민,"30,000,000",
4412,2019,국산,41431,세명룰즈,한국,수,밤색,피스룰즈,엘리간트원,김영도,,,2019-07-13,1,0,0,,0,6,2020-02-22,41,신삼영,2019-08-29,2017,1,2019-06-07,이상근,"27,000,000",
4089,2019,국산,41218,정문볼트,한국,수,회색,한센,프런틴,김채형,2019-03-19,"40,000,000",2019-07-05,16,2,5,102730000,12.5,3,2019-10-20,6,홍대유,2019-08-22,2017,1,2019-06-07,김용선,"40,000,000",
3716,2019,국산,40484,스터닝한센,한국,암,갈색,한센,와일드캣,금강목장 농업회사법인 주식회사,,,2019-07-20,2,2,0,57000000,100,4,2019-10-06,52,김동균,2019-08-21,2017,1,2019-06-07,전호용,"30,000,000",
3362,2019,국산,40318,퍼스트에디션,한국,수,갈색,DIALED IN,제퍼아이스,김중길,,,2019-07-24,2,1,1,14300000,50,5,2020-11-20,22,강은석,2019-08-24,2017,1,2019-06-05,이경하,"40,000,000",포입말
3360,2019,국산,40808,광야시대,한국,암,갈색,광야제일,성공시대,장철환,,,2019-08-17,4,0,0,8200000,0,6,2019-11-16,37,심승태,2019-09-26,2017,1,2019-06-05,이경하,,
3597,2019,국산,40746,록하드스톤,한국,암,회색,록하드텐,그레이스톤,장철환,,,2019-07-24,5,0,0,,0,6,2019-11-22,21,민장기,2019-10-26,2017,1,2019-06-05,이경하,"40,000,000",
4351,2019,국산,41368,멀티파워,한국,수,흑갈색,록하드텐,센세이셔널뷰티,농업회사법인 주식회사 연학,,,2019-06-09,10,0,1,13810000,0,6,2019-09-20,2,강형곤,2019-07-03,2017,1,2019-06-05,이경하,"30,000,000",
3052,2019,국산,40308,원더풀키,한국,암,갈색,머스킷맨,하이키,고경민,,,2019-11-17,3,0,0,,0,6,2020-07-26,9,양귀선,2020-01-18,2017,1,2019-06-05,양승희,,
3570,2019,국산,41319,선더소니아,한국,암,갈색,메니피,불꽃바람,권인택,,,2019-09-21,8,0,0,,0,6,2019-11-09,18,박대흥,2019-10-17,2017,1,2019-06-05,한국생협C,"70,000,000",
3445,2019,국산,40526,선양톱,한국,거,갈색,사담파테크,톱애드머럴,양병선,,,2019-11-24,,,,,,6,,21,민장기,2020-04-29,2017,1,2019-06-05,윤치운,"70,000,000",
3739,2019,국산,40525,하바나브이,한국,암,갈색,사담파테크,스마트애즈미,양병선,,,2019-06-23,,,,,,6,,16,김재섭,2019-07-27,2017,1,2019-06-05,윤치운,"60,000,000",
4300,2019,국산,41257,에코시,한국,암,갈색,사담파테크,태스틸컬,(주)녹원목장,,,2019-06-23,4,0,0,,0,6,2020-01-10,16,김재섭,2019-07-31,2017,1,2019-06-05,이경하,,
3051,2019,국산,40316,퍼스트로우,한국,수,갈색,사이먼퓨어,디러블리캣,김중길,,,2019-07-28,,,,,,6,,22,강은석,2019-10-12,2017,1,2019-06-05,이경하,"30,000,000",
3818,2019,국산,40829,마음대로,한국,암,갈색,선더모카신,아린예스러브,페가수스,,,2019-09-01,3,0,0,4000000,0,6,2020-06-26,19,김영관,2020-03-14,2017,1,2019-06-05,양승희,"40,000,000",
3526,2019,국산,40345,해운대선더,한국,거,갈색,스트라이크어게인,하버걸,이광림,,,2019-06-09,13,1,1,35920000,7.7,5,2019-11-08,21,민장기,2019-09-07,2017,1,2019-06-05,한국생협C,"40,000,000",
3505,2019,국산,40502,동쪽글로리,한국,거,갈색,애니기븐새터데이,어너러리갤럽,김순건,2019-03-19,"43,000,000",2019-06-08,23,3,2,62610000,13,4,2019-08-17,10,정호익,2019-07-03,2017,1,2019-06-05,양승희,"43,000,000",
3359,2019,국산,41617,마스터퓨처,한국,거,갈색,애니기븐새터데이,스타드퀸,김명식,,,2019-07-19,5,0,0,2450000,0,6,2019-12-21,24,서홍수,2019-08-29,2017,1,2019-06-05,한국생협C,,
3620,2019,국산,40992,탈레노이,한국,암,갈색,엑톤파크,촐룰라캣,송용만,,,2019-06-16,5,0,1,7100000,0,6,2020-06-26,13,강병은,2020-04-22,2017,1,2019-06-05,한국생협C,"40,000,000",
3234,2019,국산,40353,럭키명호,한국,수,갈색,오피서,쇼우미어게인,이용대,,,2019-06-15,13,2,1,64600000,15.4,4,2019-08-17,50,박재우,2019-07-11,2017,1,2019-06-05,이재현,"55,000,000",
3539,2019,국산,40762,크라운펑키,한국,암,갈색,오피서,송버드투,김준현,,,2019-06-09,24,3,3,99580000,12.5,4,2019-09-20,16,김재섭,2019-07-27,2017,1,2019-06-05,윤치운,"50,000,000",
3919,2019,국산,40816,고속페달,한국,거,갈색,오피서,스윙어웨이,정경애,,,2019-06-08,8,1,3,41200000,12.5,5,2019-10-05,29,배휴준,2019-07-11,2017,1,2019-06-05,김영주,"20,000,000",
4240,2019,국산,41384,장산프라이드,한국,거,갈색,오피서,로즈어네이티브,임정균,,,2019-06-30,16,1,1,17260000,6.3,5,2019-12-06,15,안우성,2019-10-12,2017,1,2019-06-05,한국생협C,,
3642,2019,국산,40806,마하영웅,한국,수,갈색,지금이순간,당대전승,장철환,,,2019-12-22,1,0,0,,0,6,2020-08-30,41,신삼영,2020-02-05,2017,1,2019-06-05,이경하,,
2966,2019,국산,40267,사이킥보스,한국,암,갈색,페더럴리스트,사이킥걸,금악목장,,,2019-06-22,11,1,3,68400000,9.1,4,2019-08-18,49,지용철,2019-07-11,2017,1,2019-06-05,양승희,,
3938,2019,국산,41612,대승퀸,한국,암,회색,한센,대박연출,김세민,,,2019-07-27,17,0,2,54920000,0,5,2019-10-05,23,유재길,2019-08-29,2017,1,2019-06-05,한국생협C,"50,000,000",
4305,2019,국산,41229,사려니,한국,거,회색,한센,록레인,양희철,2019-05-14,"41,500,000",2019-06-16,2,0,0,,0,6,2021-04-11,15,박희철,2021-01-28,2017,1,2019-06-05,김영주,"41,500,000",
4381,2019,국산,41418,에코러시,한국,수,밤색,경부대로,칠리크래커,김을분,,,2019-06-09,8,0,3,17600000,0,5,2020-11-13,26,방동석,2019-06-29,2017,1,2019-05-24,박복규,,
4407,2019,국산,41168,드림퓨처,한국,암,갈색,디바인파크,기리업개드플라이,손병철,,,2019-07-24,1,0,0,,0,6,2019-10-13,42,이관호,2019-08-22,2017,1,2019-05-24,이상근,"20,000,000",
4221,2019,국산,41173,샤이니퀸,한국,암,갈색,디바인파크,진즈바,손병철,,,2019-07-18,9,0,0,5500000,0,6,2019-10-06,3,최영주,2019-08-30,2017,1,2019-05-24,이상근,,
4359,2019,국산,41176,파이어러너,한국,수,흑갈색,라이언산타,헤일더플래그,손병철,,,2019-09-02,,,,,,6,,7,김병학,2019-11-13,2017,1,2019-05-24,이상근,"25,000,000",
3463,2019,국산,40413,멋진승부,한국,수,갈색,머스킷맨,멋진그녀,이종욱,,,2019-07-28,10,1,0,30000000,10,5,2019-10-13,32,김윤섭,2019-08-21,2017,1,2019-05-24,김영진,,
3250,2019,국산,40475,런던의러닝,한국,거,갈색,볼포니,인천의러닝,정성빈,,,2019-06-01,5,0,0,,0,6,2019-12-22,44,김학수,2019-07-04,2017,1,2019-05-24,박복규,"20,000,000",
3294,2019,국산,40319,이스트벨,한국,암,갈색,사이먼퓨어,캐스퍼레트,김중길,,,2019-07-01,9,1,1,18020000,11.1,5,2020-11-29,11,김영민,2019-09-07,2017,1,2019-05-24,고명주,"41,000,000",
3655,2019,국산,40642,새내초이스,한국,암,갈색,사이먼퓨어,올태피드인,강태호,2019-03-19,"35,000,000",2019-06-01,16,0,2,21270000,0,6,2019-07-20,6,홍대유,2019-06-20,2017,1,2019-05-24,김용선,"35,000,000",
3931,2019,국산,41014,사이먼스톰,한국,암,갈색,사이먼퓨어,스펜서즈스톰,(주)마장,2019-06-18,"10,000,000",2019-07-04,11,0,0,5620000,0,6,2020-06-27,11,조현수,2019-08-14,2017,1,2019-05-24,박복규,"10,000,000",
3959,2019,국산,41091,글로벌골드,한국,거,갈색,선더모카신,캐노피로드,우림영농조합법인,2018-11-27,"59,000,000",2019-06-01,17,3,0,107770000,17.6,4,2019-11-02,28,최상식,2019-07-03,2017,1,2019-05-24,홍성호,"59,000,000",
3224,2019,국산,40428,선알파,한국,수,갈색,선더모카신,레드튤립,페가수스,,,2019-05-26,8,1,2,27160000,12.5,5,2020-06-19,1,백광열,2020-02-08,2017,1,2019-05-24,오원석,"50,000,000",
3528,2019,국산,40887,러브위드미,한국,암,갈색,애니기븐새터데이,파워풀미스지,우림영농조합법인,,,2019-07-06,12,0,2,19200000,0,5,2019-11-02,20,배대선,2019-07-18,2017,1,2019-05-24,고명주,"30,000,000",
3568,2019,국산,40542,아델클래식,한국,수,밤색,엑톤파크,누리의빛,강근희,,,2019-06-09,7,1,1,31150000,14.3,5,2019-09-06,1,백광열,2019-06-29,2017,1,2019-05-24,오원석,,
3407,2019,국산,40464,옥추마,한국,수,밤색,오피서,바이스댄서,오공학,2018-11-27,"87,000,000",2019-06-01,11,0,0,7220000,0,6,2020-07-25,9,강성오,2019-07-18,2017,1,2019-05-24,박승호,"87,000,000",
2976,2019,국산,40332,퀸오브더이어,한국,암,갈색,오피서,차걸,유상호,,,2019-05-26,3,1,1,46800000,33.3,5,2019-10-04,7,김병학,2019-09-07,2017,1,2019-05-24,박승호,"70,000,000",
